Yelp ID,Business name,Category,Average star rating,Review count,Price,Ambience,mean_compound,pct_positive,pct_negative,cluster
EPFMU8Sz1lDqwbDpucLyYw,Oranje,Bistros,4.3,11,$$,,0.748,100.0,0.0,3
iLVnegujv80sLbtIPF4V6w,Restaurant Marv og Ben,Scandinavian,4.7,40,,cozy,,,,3
Nx45B9EnDsAgtZi-t8JZQA,OTTO,Modern European,4.1,22,$$,,0.626,80.0,0.0,5
pFvI3g1696qTnfRURM2KYg,The Red Box,"French, Asian Fusion",4.6,40,$$,,0.764,85.7,0.0,3
tP1EcpiJaiwAmKsh53I1pg,Famo Metro,Italian,4.4,13,$$$,,0.564,71.4,0.0,2
Rwf-04v-R8Y3QHpmjGX99g,Sticks'n'Sushi,"Sushi Bars, Cocktail Bars",4.4,37,$$,,0.652,85.7,14.3,5
uFX3W-60kFl3Bjlr-5XneA,Venezia,Italian,4.3,20,$$$,,0.757,100.0,0.0,2
2UYHNOfah_bu7SyuMSsPlw,Kebabistan,"Kebab, Pizza, Imported Food",3.9,10,,,,,,5
ueg4UPGLIQXjPeJL_2VDcw,Marchal,"Scandinavian, French",4.4,39,$$$$,,0.677,100.0,0.0,2
pV2FbfM8szaUWKlEzv3lTQ,Mo's Pizza,"Italian, Pizza",3.3,11,$,,0.661,100.0,0.0,0
YINogRFgK-KyazW8dGANSg,Palæ Bar,"Dive Bars, Restaurants",3.9,21,$$,,0.633,100.0,0.0,5
6POs0yPjaYaogWjm18rGPQ,Sam's Pizza,Pizza,4.0,5,,,,,,5
sMNs5QThzwxpRADLrqrXJg,Il Gusto Giusto,"Italian, Pizza",4.1,9,,,,,,5
PAcgJp-snmbNFOpRMZaJcg,Restaurant Paustian,Restaurants,5.0,1,,,,,,3
9jP_S4A4PBvevdrZUaFJRQ,Ravage,"French, Bistros",3.8,28,$$,,0.48,85.7,14.3,5
AYqdfMYHJOBzHNeYiA5BbQ,Khun Juk Oriental,Thai,4.5,26,$$,cozy,0.657,85.7,14.3,3
vjkBt6FmMrUroSPEP4xs0w,Restaurant Koefoed,Danish,4.6,34,$$$,,0.775,100.0,0.0,2
gDDBcd3CEVdp5_AyDT05mQ,Bar'vin,"Tapas/Small Plates, Brasseries, Wine Bars",4.3,24,$$,cozy,0.365,71.4,14.3,5
tCF2CAnypL9EjEeadxOqFg,Iki Sushi,"Japanese, Sushi Bars",4.2,5,$$,,0.726,100.0,0.0,3
1yZqy0O5C3d-n4OhX0DBDQ,Nærvær,"Restaurants, Wine Bars",4.8,6,$$,,0.658,75.0,0.0,3
fuip3TOordirBcsqcqaOkQ,Gasoline Grill,Burgers,4.6,21,$,,0.586,85.7,14.3,0
YKI-nG39bI1Jb0_wJR9Euw,Thai Curry,"Thai, Wok",3.7,9,$$,,0.637,100.0,0.0,5
T8u5Ze-KcXts6sl9xP-_dw,Amalie,Danish,4.5,17,$$,,0.724,83.3,0.0,3
xj1cgF8xUqEn3MSB96HrJA,Hafnia Bar,"Salad, Vegetarian, Vegan",4.2,54,$,cozy,0.379,71.4,28.6,0
LkBEFkFAgzcwjyHnObh_Vg,Alouette,Restaurants,4.7,9,,,,,,3
hYWTEuRIVosWlKCt2Gm71w,Restaurant Ida Davidsen,Scandinavian,3.8,21,$$,,0.458,85.7,0.0,5
EjoU5v0xKwElLUu7L8rYxg,Zio&Nonna,"Italian, Pizza",4.4,5,,cozy,,,,3
pBmBHI_wuoxSj446bCOGLA,Hyttefadet,Modern European,3.9,18,$$,,0.844,100.0,0.0,5
4wlCf4vtIkZKiVwBml-3Ew,Cafe Sundet,Restaurants,2.3,9,$,,,,,0
G9Y9Vs2LDTkWlLDn25zHpA,Crazy Chicken,"Danish, Fast Food",3.7,6,$,,0.941,100.0,0.0,0
haU818Cq7NW8vaP1wW79Mg,Christianshavns Færgecafé,"Open Sandwiches, Danish, Brasseries",4.5,22,$$,,0.743,100.0,0.0,3
v_ONL4ewpRl92C8VsL35EQ,DØP,"Hot Dogs, Organic Stores",4.2,74,$,,0.676,85.7,0.0,6
yclt1P8Px0Hn9-zgmLs7fg,Restaurant Biom,"Organic Stores, Breakfast & Brunch, Scandinavian",4.7,18,$$,,0.54,85.7,0.0,3
p3WN7WTe0OcH13qurPFLeA,Maven restaurant & vinbar,"Danish, Wine Bars",3.9,50,$$,,0.363,71.4,28.6,5
kfll5bnCbMrJB31ODtuspA,Papadum,Indian,4.0,5,,,,,,5
dhARyK1iDpE5hz2sPn-fgw,Illum Rooftop,Restaurants,4.2,11,$$,,0.662,83.3,0.0,3
BXAXgVKEIEwwpbHwbwZucg,Amass Restaurant,"Scandinavian, Modern European",4.4,71,$$$$,,0.463,85.7,0.0,2
TTmDYkjQGRAnD1gtduj_ug,Restaurant Palægade,Open Sandwiches,4.3,16,$$$,,0.378,71.4,14.3,2
NIgIv8hUDLAJPA1YGmXiig,Retour Steak,"Steakhouses, Beer, Wine & Spirits, Cocktail Bars",4.3,52,$$,,0.667,85.7,14.3,5
TWHzNyrOjZdqmZnR3gNXng,Restaurant Vita,Scandinavian,3.9,30,$$,cozy,0.568,85.7,14.3,5
nTAF5Syge1k3aCngakeRxQ,Pizzeria Cavallino,"Italian, Pizza, Sandwiches",3.8,6,$,,,,,0
tbjZvFHGXoRfK-cdA7zXbQ,Quattro Fontane 4,"Specialty Food, Delis",4.4,5,,,,,,3
qLikhypg5flNOxsaVblZsg,Holberg no. 19,"Sandwiches, Mediterranean",4.1,35,$,,0.599,85.7,14.3,0
T7cnA63aujMdfjRCHkgqTA,The Shrimp,Modern European,5.0,6,,,,,,3
uxJ4GDZx9s4aQ0EgxHefPQ,Restaurant Sejlklubben Frem,Danish,3.3,3,$,,,,,0
CEm48sIr-PJNrw4sKsKejA,Veggie Heroes,"Chinese, Vegan, Vegetarian",4.8,4,,,,,,3
BEU6KgxOfFlEoQNcA437Dw,Sporvejen,"Burgers, Themed Cafes",3.9,50,$,cozy,0.645,85.7,0.0,0
uRCvUWDGqkKn7R7cXVpQ0w,Bistro 23,"Seafood, French, Bistros",3.4,14,$$$,,0.34,71.4,28.6,2
S7UIuIh9mXCejML1EtWfpg,Halifax,Burgers,4.0,63,$$,,0.015,42.9,28.6,6
o5mJ-jjGnXXbVL2xgOc5-A,La Tradizionale,"Pizza, Italian, Sandwiches",4.3,17,$,,0.582,83.3,16.7,0
UO4Hb7sYINKU3jTDotpkFg,Frederiks Have Restaurant,Modern European,4.2,6,$$$,,0.658,100.0,0.0,2
I4msAYlj82WFU_5qxMW6lQ,Bartof Cafe,"Bars, Jazz & Blues, Restaurants",4.0,18,$,,0.792,100.0,0.0,0
-iaDPugtxB0dd3cmPDY_fg,Mêlée,"Wine Bars, French, Brasseries",4.2,43,$$$,cozy,0.825,100.0,0.0,2
bMD38zQtzZQ4KQRA8rskKg,GRØD,"Breakfast & Brunch, Scandinavian",4.4,10,$,cozy,0.725,100.0,0.0,0
FIjjaxW4OU1I1L6MGW0eUw,Restaurant Da Claudio,Italian,4.1,13,$$,,0.478,50.0,0.0,5
ShnRRch4sashDtu4Vsfz3Q,Deligreco,"Delicatessen, Greek",4.2,13,$$,,0.654,85.7,0.0,3
k6Tzvte26r_CTXovaYOoHg,Mielcke & Hurtigkarl,Modern European,4.6,27,$$$$,,0.765,100.0,0.0,2
D2bL3V9dUwJrysrEV4slkg,Bangkok,Thai,4.0,1,$,,0.574,100.0,0.0,0
qr2sZCgVv7aRbJaCxuJeCg,Falcon Kebab Shop,"Kebab, Falafel",5.0,3,$,,0.916,100.0,0.0,0
mV_kF7m6GcIhU-SiyIUF6Q,formel B,"Modern European, Scandinavian",4.3,55,$$$$,,0.366,85.7,14.3,2
ipg634saX2cEDxmMHFWEVg,Bjørnekælderen,"Scandinavian, Open Sandwiches",4.7,7,,,,,,3
fUrdQnkfwdHwNHxJRWDpVw,Pause,"Breakfast & Brunch, Gluten-Free, Italian",5.0,1,,,,,,3
t3j1A8YPW9Xx3I5jah0rWQ,Restaurant India,Indian,4.4,8,$,,0.946,100.0,0.0,0
CkMqUfNDQqcx_8QdOpYE-g,WEDOFOOD - Frederiksberg,"Food, Salad",4.0,11,$,,0.925,100.0,0.0,0
HSNS-TjYC0Q76YQ9VCD2Hg,MG Petersens familiehave,Danish,3.4,5,$$$,,0.718,100.0,0.0,2
PsJn1XSuyd4JjLGWdOMBuw,Acacia,"Patisserie/Cake Shop, Vegan, Breakfast & Brunch",4.3,10,$$,cozy,0.662,85.7,14.3,3
LdLojsOFwjKMgQsEMnQENw,Mæsk,"Food, Restaurants",4.3,4,,,,,,3
kipfBB2A5tbMXAfIUhT2uQ,Sale e Pepe,Italian,4.3,4,$$$,,0.912,100.0,0.0,2
h-5YvgKOLsfU-ig_Ri0LRQ,Wagamama,Japanese,3.0,22,$$,,0.56,83.3,16.7,5
q609IE6zRY1Ex3ojz-twOQ,Sticks 'n' Sushi,Sushi Bars,4.1,26,$$$,,0.633,85.7,14.3,2
wGmkCfUMgFTfXnJley0LHw,Satang Thai Bistro,Thai,4.8,4,,,,,,3
LJ737M6RcHYtks4SBIWUxQ,Da Cavallino pizzeria,Pizza,5.0,4,,,,,,3
gHjKigZKATuUXHLVJJ3rJg,Fitnesso,"Restaurants, Juice Bars & Smoothies",4.0,12,$,,0.117,50.0,50.0,0
RKraihLrhCjO8UbDIAtUwA,Restaurant Radio,Scandinavian,4.4,42,$$$,cozy,0.506,71.4,0.0,2
2c-k2ezELjj2DtuIPGfS9A,Børma Bar,"Dive Bars, Restaurants",4.2,5,$,,0.0,0.0,0.0,0
nRkVwUnSlK0aAF7yGCRpww,Omakase,"Sushi Bars, Japanese",4.0,11,$$,,0.648,100.0,0.0,5
4wPlKZzaZCh_H6O4Xr_98w,Wokshop,"Thai, Wok",3.3,27,$$,,0.806,100.0,0.0,5
C2_OEW8YKQpdF556Wcvwxg,Sushi Factory,Sushi Bars,4.1,12,$,,0.361,100.0,0.0,0
yJM7lY89ynHrq64VB2ZkYA,Cafe on the Six,"Breakfast & Brunch, Sandwiches",4.8,9,$,cozy,0.744,100.0,0.0,0
cFOZOaswxXBs5yMqU6YBNw,The secret Mad&Vin Frederiksberg,"Beer, Wine & Spirits, Modern European",5.0,1,,,,,,3
nusfgwfAmV1g8JamlkKOqA,La Vecchia,Italian,3.2,11,$$,,0.675,100.0,0.0,5
5dX-hp32AThuu2upsSH2aQ,Min Thai Takeaway,Thai,4.7,3,,,,,,3
j7Ba6XFJn3TtaUjIwCBQpQ,D'Taste,"Vietnamese, Chinese",5.0,1,,,,,,3
X-R60RhXSX6BDVKIeGlaww,Bodrum Pizzeria,"Burgers, Fast Food, Pizza",2.7,3,$,,0.448,100.0,0.0,0
1gyawNJOcGNvJQrmmYMnWA,Mors Køkken,"Barbeque, Scandinavian, Steakhouses",3.7,6,$,,0.248,100.0,0.0,0
aAdoFSaZlK8tbOSPx7Ozyw,Café Moccador,Restaurants,2.9,21,$,,0.459,100.0,0.0,0
Anw0NqXKkHc2cP2bRtP6GA,Gastro Commercial Pizzaria,"Italian, Pizza",2.6,7,$,,,,,0
GHbXLKwL92PvRao7L0gMJQ,The Bronx Burger Bar,Burgers,2.9,9,$$,,0.728,100.0,0.0,5
SgsFk1qAC_LnvorSDOqV-w,Pizzicato,Italian,4.6,7,$,cozy,0.711,75.0,0.0,0
oPQb2vcd_yFMe_sgDt7bhQ,Pizzeria Pescara,"Italian, Pizza, Sandwiches",3.0,5,$,,0.214,100.0,0.0,0
yGew4kSxi-tRVvnrXAupkQ,Seoul Koreansk BBQ,"Korean, Buffets",3.9,27,$,,0.225,57.1,28.6,0
m9jYjb6txSJ0-jnA7Awgkw,Sans Souci,"French, Danish",3.5,11,$$,,0.762,100.0,0.0,5
LIt2Uuk4YqqPnMKiyL7PJA,The Sandwich,Sandwiches,3.7,3,,,,,,5
8cwRfLT0ekeRophK9CydYw,Pizzeria Ciao Ciao,Pizza,4.8,5,,,,,,3
NUb7WgJW_1bZXfvgBm2GpA,Restaurant Kadeau,"Danish, Scandinavian",4.8,26,$$$$,,0.563,85.7,0.0,2
h3u5IdngWQtdo4EmQiHJLQ,LETZ SUSHI,"Japanese, Sushi Bars",5.0,1,,,,,,3
cQc21K032hrdwXoKZR5NGA,Mangia,Italian,4.3,3,,,,,,3
OsB7WTFM3xWs_EA1GOTeHQ,Viben Fiskehus,"Seafood Markets, Seafood",3.2,6,$$,,,,,5
riXaqS0MaqD7s29TyFW85w,Ancestrale,"Restaurants, Wine Bars",4.5,2,,,,,,3
ClBeeqgCD3fbTclvN5b3OQ,Lones Pølser,"Fast Food, Hot Dogs",4.3,4,,,,,,3
OQ0qfZLuSvOsnOweOndGLQ,Restaurant Tokyo,"Japanese, Specialty Food",3.4,13,$$,,0.217,42.9,28.6,5
Uns8cIbuWN4C1ZK_vjrWbQ,DØP,"Organic Stores, Hot Dogs",4.4,30,$,,0.651,85.7,14.3,0
Xoq_CdD8gQfBfT3D9BWa2g,Ristorante Italiano,Italian,4.1,70,$$,,0.504,71.4,0.0,6
hd2e7twKTCcC2wci5SBCgg,Sticks'n'Sushi,"Sushi Bars, Japanese",4.4,20,$$,,0.406,71.4,14.3,3
FoJ8od2HPth7StHheI6KBQ,Thirion,"Belgian, Specialty Food, Beer, Wine & Spirits",5.0,8,$,,0.612,85.7,14.3,0
QjL97NOjhTGJSEWOrInx_Q,Restaurant Sundby Sejl,Danish,3.9,7,$$,,0.81,100.0,0.0,5
JEpoayQVKzku2783KEvmhg,WOK,Thai,4.2,18,$,,0.729,85.7,0.0,0
4hMUT0QpONNDOl5oZBfErg,Ravelinen,"Scandinavian, Landmarks & Historical Buildings, Danish",3.8,19,$$,,0.661,85.7,0.0,5
d3rY1WF-f8iG5n4sPSXY1Q,Era Ora,Italian,4.5,20,$$$$,cozy,0.657,100.0,0.0,2
3cLGF7IxosZqsAGQCWB5VQ,Sankt Annæ 8,"Tapas/Small Plates, Wine Bars",4.4,38,$,cozy,0.402,71.4,14.3,0
F0sNs8EDtlFzsG8KuC1vAA,Morgenstedet,"Vegetarian, Organic Stores",4.5,34,$,,0.387,71.4,14.3,0
WWJHA8lUxOyVcU4m1DWD9A,Foodie,"Salad, Vegetarian, Sandwiches",4.6,34,$,,0.932,100.0,0.0,0
jP76S8wDqTHn3_V0pAy8JQ,Almanak,Danish,3.5,40,$$$,,0.537,85.7,14.3,2
yXY0EaxzpgTKAdrvprrZOg,Den Lille Fede,Modern European,4.2,23,$$$,cozy,0.595,85.7,0.0,2
qcRM9fAO8xKTR4rnCseu8Q,Nebbiolo Winebar,"Wine Bars, Italian, Specialty Food",4.8,16,$$,cozy,0.724,85.7,14.3,3
PCr7aIoYEPaXSB3xbBc5sg,Told og Snaps,"Open Sandwiches, Danish",4.5,23,$$,,0.403,71.4,14.3,3
9a4oOq1hwyKFTDk3U83HHA,no. 2,Scandinavian,4.6,22,$$$,,0.821,100.0,0.0,2
-MccMTtHoKymY_Oc4r8V7A,Restaurant AOC,"Danish, Scandinavian",4.4,47,$$$$,,0.604,85.7,14.3,2
gGPVNAVIY04-YczfEwqueA,Restaurant Kanalen,"Scandinavian, Modern European",4.0,21,$$$,,0.31,71.4,14.3,2
jmVgciY1U5jVdOLGnbodkQ,Madeinitaly,"Pizza, Italian, Vegetarian",5.0,8,,cozy,,,,3
S6yr_0zdsRqHqgqXGgTsPg,Restaurant Menuen,Restaurants,4.8,4,$$$,,0.695,100.0,0.0,2
Vb0GkjyyzrAz0_WHDo5iTg,Diamond Rice,Dim Sum,3.8,31,$$,,0.528,71.4,0.0,5
864VZGzjhzBfou0mDVavYA,Kong Hans Kælder,"Scandinavian, French",4.7,21,$$$$,,0.495,85.7,0.0,2
OxPp1KJrMW7lxL3179VWKA,Hos Nicola,Pizza,4.5,14,$$,cozy,0.793,100.0,0.0,3
AWY_qYNqCVPjN91EKFknqw,Møller Snaps & Smørrebrød,"Open Sandwiches, Danish",4.1,8,$$,,0.807,100.0,0.0,5
6punqTilYnTJXWMcdiUfLQ,Grillen Christianshavn,Burgers,3.7,31,$,,0.593,71.4,0.0,0
-CCXF5zQN18J-Gnt6WkqkQ,Søren K,"Scandinavian, Modern European",3.9,23,$$$,,0.624,83.3,0.0,2
-kR4aAEdzHSowdwDkTETtg,Ché Fè,"Italian, Organic Stores",4.6,23,$$$,,0.592,85.7,14.3,2
09ACWaLXD6waTwWowN2wHg,Hot Buns,Burgers,3.2,43,$$,,0.531,85.7,14.3,5
Q8Ng2haViAwnEsWnX0cH-w,PS Bar & Grill,"Modern European, Cocktail Bars",3.4,38,$$,,0.462,71.4,28.6,5
tZdjg9UqkfQGWzVWEBg94Q,Sahil Restaurant,"Indian, Caterers",4.1,30,$$,,0.698,85.7,0.0,5
1y71O0ZlrdlQ-N_C4jviDA,Llama,"Cocktail Bars, Mexican, Latin American",4.1,99,$$$,,0.738,100.0,0.0,2
uYHpHZ7uIJOiKywZhReA-g,MASH,Steakhouses,4.1,72,$$$,,0.639,100.0,0.0,2
EeCr78G33NPDFOiR3S_qow,Heering,"Danish, Bistros",4.0,21,$$$,,0.197,57.1,28.6,2
GyIp_1i8AmZN_D3fptjUXA,Grab'n Go Burgers,"Burgers, New American",5.0,2,,,,,,3
fLYDXRAb7uSFMYkp3lQkkw,Big Apple,"Sandwiches, Juice Bars & Smoothies",4.2,26,$,,0.45,71.4,14.3,0
xdgshmjBc_ZaWQrxAu_e-Q,Aristo,Bistros,3.7,15,$$,,0.362,71.4,28.6,5
MZOB0Gq_bQ4NbvOA-SoRLA,Restaurant Le Pavé,French,4.0,13,$$,,0.434,71.4,28.6,5
3t8lgl1sVk_MPWMg-l4JEw,Halifax,Burgers,3.7,17,$$,,0.73,100.0,0.0,5
ZGriBfqcXX7Go4k3SIT9rg,Fishmarket,"Seafood, French",3.4,41,$$$,,0.255,71.4,28.6,2
oviChAHJzcrKyzhI3UVy8Q,Maio Restaurant,Italian,4.1,7,$$,,0.315,66.7,33.3,5
kJvw7QsbfSmqVH0OmoZv_w,Restaurant Havfruen,Seafood,3.6,29,$$,cozy,0.673,85.7,0.0,5
sgE0K7RxRMMafRk133nQKw,Fredco's Deli,"Vegetarian, Sandwiches, Juice Bars & Smoothies",3.8,29,$,,0.22,50.0,50.0,0
VFWJjN9afXxbPz0HwfS3jA,Restaurant Zeleste,Danish,3.9,27,$$$,cozy,0.552,71.4,14.3,2
zgJQJd9Tdbdj9WxtWcHuaA,Bøf & Ost,"French, Seafood",3.8,13,$$$,,0.59,100.0,0.0,2
Pygcn947s_EcL8BI0Vf_7g,Khmer Cuisine,Pan Asian,4.3,20,,,,,,3
B3nEhdBMBre0JrxgwsQoew,Boulevarden,Gastropubs,4.0,4,$$,,0.515,100.0,0.0,5
xhGal7ajQuaD4xegQzCHgQ,Bistro Royal - Madklubben,"American, Barbeque, French",3.5,71,$$,,0.191,57.1,28.6,6
kxEWRnQ1HmWxWaYmB3ezCw,Restaurant Kronborg,"Open Sandwiches, Danish, Scandinavian",4.1,51,$$,,0.52,85.7,0.0,5
z4dOw6rSvLDJouK4W_-ZKg,Nyhavn Pizzeria,Pizza,4.8,12,,,,,,3
4MqeD-NYwqiPlemQAfTKlw,Spiseloppen Christiania,"Modern European, Bars",4.3,23,$$,cozy,0.382,85.7,14.3,5
MlfTU_tKZAMW_4Q98onHfQ,Brass,"Vegetarian, Gluten-Free",4.8,4,,,,,,3
UGtlz82NpJ-McYejVV3Xhw,Rufino Osteria,Italian,4.3,16,$,cozy,0.733,100.0,0.0,0
SG3XCRMwjJ3AaZdNEVu_vg,Nyhavn 37,Scandinavian,4.0,12,,cozy,,,,5
hUx0eABwXObSOtF7kNBcFA,Palægade Smørrebrød,"Open Sandwiches, Food Stands",4.7,3,,,,,,3
jTgbZdazTRdRFzKTxHpr_A,The Organic Boho,"Organic Stores, Vegan",3.8,23,$,cozy,0.796,100.0,0.0,0
Sx6_cH2al9fis3mEPAW8Lg,Gasoline Grill,"Fast Food, Burgers, Barbeque",4.4,84,$,,0.65,100.0,0.0,6
J5soC8fVmLpPpxOEPxdVFg,Tony's,Italian,3.5,38,$$,,0.317,71.4,28.6,5
T1LYrmAI8pL1p-18AJxdAQ,Garbanzo,"Mediterranean, Vegetarian, Vegan",4.8,6,,,,,,3
45OXq0Rb7Tf2cdnDKiH4lg,Kejser Sausage,"Hot Dogs, Food Stands",4.4,5,,,,,,3
tWRiJkmmNa84ECnaE4dmmA,Toldbod Bodega,"Pubs, Danish, Open Sandwiches",3.8,16,$$,cozy,0.515,80.0,0.0,5
WEEhKMbLXwddXvanLYg3hA,Restaurant Sankt Annæ,Restaurants,3.9,11,$,,0.464,85.7,14.3,0
-AfNFtrGWOGen0BY2jFvsA,Karma Sushi,"Sushi Bars, Asian Fusion",3.9,44,$$,,0.597,85.7,0.0,5
sRxvDAr1OVHsp0JINby5AQ,Nyhavnskroen,"Open Sandwiches, Danish",3.4,15,$,,0.483,85.7,0.0,0
-_2BHrs8aDrdTRm_93rbcA,Pølsekompagniet,Hot Dogs,5.0,2,,,,,,3
xE9ZU7NsmHQcwQdGK5QRTA,Cantina,Italian,3.2,29,$$,,0.17,71.4,28.6,5
Nm-r-s2KFGVvdSNX9AcsjA,Granberg Brasserie,"Brasseries, French",4.5,4,,,,,,3
7DrDAPL7A6srRyYTPM48Xw,Kontikibar & Restaurant Færgen Ellen,Restaurants,2.5,2,,,,,,5
XCmN9AbDx88o3Lfoeq8ozQ,Bulko,"Food Trucks, Korean, Asian Fusion",4.3,9,,,,,,3
-Gv0BG1QLe66OI9gkjzo8Q,Palæo,"Juice Bars & Smoothies, Gluten-Free, Salad",3.8,24,$,,0.517,85.7,0.0,0
qsaBLvdVoseGKbMn2g8LAw,FAR's dreng,"Wine Bars, Breakfast & Brunch, Danish",3.8,57,$,,0.56,85.7,14.3,6
1unSmVnObtLN86mXrJkPig,Hatoba Sushi,Sushi Bars,4.2,12,$$$,,0.855,100.0,0.0,2
G2yAyiQp4RTyI12aHdTGLQ,Johns Hotdog Deli,"Hot Dogs, Street Vendors",4.8,10,$$,,0.257,57.1,14.3,3
JtQl_OreAqYuajx2KIZDEQ,The Black Cock,"Food Trucks, Burgers",4.8,6,$,,0.832,100.0,0.0,0
bgBzrM4eSnuklJ-vio5nuA,Fuego,"Argentine, Lounges",4.4,31,$$$,,0.575,71.4,28.6,2
ZfjDmUYtoi4-FiAI3zut5w,Nyhavns Færgekro,"Danish, Open Sandwiches, Seafood",3.3,41,$$,cozy,0.58,85.7,14.3,5
EhMg9Abery3Qz_p3p4mfow,La Fattoria,Food Stands,4.8,4,,,,,,3
dBqkon_hssUWNSkyPsEzIw,Oink Oink,"Sandwiches, Fast Food, Food Stands",4.2,5,$$,,0.568,100.0,0.0,3
P6TcyJY-Ipod_cp-GKQwfw,Bridge Street Kitchen,"Food Stands, Fast Food",3.9,13,,,,,,5
RBOu0yXoUa5FzKARQu0eAA,Boathouse,Brasseries,3.9,7,,,,,,5
c-p7iHc94qJhbql6LLJKPg,Sanders Kitchen,"Restaurants, Bars",4.8,6,,,,,,3
XkACdvsX588oyiuFo-SsUA,Latienda,"Food Trucks, Latin American, Vegetarian",4.2,6,$$,,0.262,66.7,33.3,3
aMYWFgwV3Q-seCmKIiyAAA,Restaurant Det Lille Apotek,Open Sandwiches,3.5,40,$$,,0.564,85.7,0.0,5
xYBWuHuof8vtUKACFKqhpg,Lagano,"Italian, Food, Pizza",4.2,21,$,,0.317,71.4,28.6,0
hWASG3_vTmx1wYhyuavhhQ,Mælk & Honning,Themed Cafes,5.0,1,,,,,,3
2JF0D08KR9VQRtKY8EC2Lg,Halifax,Burgers,3.8,17,$$,,0.326,60.0,20.0,5
C6YgtsXUiGgSgCwBowY5Dg,Bone's,"American, Burgers, Barbeque",3.3,10,$$,,0.781,100.0,0.0,5
pVywLmSUElYzUeDBurwnxw,French Chicken,"Pizza, Sandwiches",4.7,3,$$,,,,,3
Q_1VCeuppvRPfNgDZQGF0Q,Toftegård Smørrebrød,"Open Sandwiches, Danish",4.0,1,,,,,,5
Ec42Vd63k2gFO2Cvw8ngpA,Den Persiske Restaurant,Restaurants,4.0,3,$,,0.821,100.0,0.0,0
ZcH6ymEAAttjftlq0y-4mg,Sushi2500,Sushi Bars,3.6,11,$$$$,,,,,2
v07LzE6FG3gf8-HH2-SBGA,Royal Sandwich,Sandwiches,3.8,4,$,,0.918,100.0,0.0,0
811nkEKnltFSC-EPNqKLBw,Buffalo Pizza,"Pizza, Italian",3.8,13,$,,0.572,100.0,0.0,0
uvgrir-4PdYWWWMjUzKqgw,Thai Wok,"Thai, Wok",3.5,4,$,,,,,0
KksMwlaB8n920PKK0rct1g,La Stella,"Fast Food, Pizza",4.5,2,$,,0.44,100.0,0.0,0
jUlEOr4a3O9zx-9qzemx_A,Sticks 'n' Sushi,Sushi Bars,3.3,11,$$$,,0.958,100.0,0.0,2
EbOnv95-7Bt82HDGqRgyfA,Encke & Duers,"Food, Sandwiches",4.0,4,,,,,,5
2n0LW8Ta2jgYB5NvQk7rdw,Valby Grønne Køkken,Restaurants,5.0,1,,,,,,3
aST3LQR8TuSfdebnE3imhQ,Ny Ellebjerg Stations Kebab,Kebab,4.0,2,$$,,,,,5
YmsBxril_Hx1S0TAC8J3-w,Yousef's Spisested,"Fast Food, Pizza, Kebab",3.1,7,$,,0.101,50.0,50.0,0
5ufqF3aQzOwRXnjF7NMFlA,Rumbles,Burgers,2.7,3,,,,,,5
cn6R7jgjBRzMWEeakxk7Gg,Pizzeria Cavallino,"Pizza, Italian",4.3,4,$,,,,,0
wpvmgEFkF3HwdCuo0jhKMA,Burger King,"Burgers, Fast Food",3.5,2,,,,,,5
IzsXdNIxtogi4eSmK0l6VQ,Banens Pizza,"Pizza, Middle Eastern",3.3,6,,,,,,5
60blYrVWTsx3PW5QCXUzJg,Dilans Pizzaria og Burgerhouse,Pizza,3.8,6,$$,,0.638,100.0,0.0,5
xHThmi4POD0zTB-ik8N4og,Que Pasa,Mexican,4.4,14,$$,,0.55,85.7,14.3,3
UIrMj583BAQDR6DxOIIVdA,Sushi Stop,"Sushi Bars, Japanese, Chinese",4.0,4,,,,,,5
uEUP01LstVgUPBJ569gKow,VACA Mexican Finger Food,Mexican,2.0,7,$,cozy,-0.219,40.0,60.0,0
dVnBGW6aEbqiNB-MJoh-QA,Ocak Café,"Mediterranean, Fast Food, Sandwiches",5.0,1,$,,,,,0
J9GdkoIb2tJMrMgM3wguUA,Jinan Pizza,"Pizza, Sandwiches",4.0,1,$,,,,,0
uZuiZiOfW8xB8NR8fVRfcA,Tandoori Dehra,"Indian, Pakistani",5.0,1,,,,,,3
rgx8MaNirk4gXcTIJYZ5Yw,Wabiwabi,Japanese,4.0,1,$$,,,,,5
KSoUxoRYRQl3g2ui2JKoBA,Antico Forno A Legna,Restaurants,4.5,2,$,,0.76,100.0,0.0,0
_olXSDLDbjrmoh8oQfWd0A,UMI,Sushi Bars,4.0,3,,,,,,5
KoFPc_gf2AUaqx5PnJyN3w,Burger Garage,Burgers,4.2,5,$,,0.843,100.0,0.0,0
ng7TPmNouBWvDyMlFclOVw,Teppan House,"Japanese, Asian Fusion",3.3,8,$$,,0.0,0.0,0.0,5
jwXoWSMfL839V9bBnhQGnw,Sandwich X,Sandwiches,4.5,2,$,,,,,0
Tqxn3G4BjjWW8KkjznZt3w,Mae Pen,Thai,4.0,3,$,,0.935,100.0,0.0,0
s6RGwbKE6yZhbi4L0dVeCw,Chaophraya,Thai,3.5,8,$,,,,,0
kTWN9AYe2a0s3TP4oEF8tw,Den Gyldne Okse,Danish,5.0,1,,,,,,3
QJi8VGsEI7NR-KiwVJxIcA,Pomodoro & Mozzarella,"Food, Italian, Pizza",4.1,8,$,,0.652,100.0,0.0,0
