Yelp ID,Business name,Category,cluster
KJcyGslh1DkpT1Dl0_sqvw,Ayuttaya,Thai  Imported Food,0
7eyvRvq65v63oX6S3hwR2w,Tacopop Taquería,Food Trucks  Mexican  Latin American,0
vLf0bUTO10mCsFj36pkLbw,Palæo,Specialty Food  Scandinavian  Salad,0
K4n7Er9E3dHl0GipNWQaAw,Scurry Hub,Asian Fusion  Thai,2
x39xYLOxWfxisy6myfawsw,Halifax,Burgers,0
S6uTQecILk4dJASWxB4t2Q,Wafu Ramen,Ramen,0
Iti_-dy2CL5l_O755SRFMQ,Orangeriet,Danish  Scandinavian,2
BLXBOvFqAEgeNnW_ukYmRg,Sticks 'n' Sushi,Sushi Bars  Japanese,0
3Ewngtuop4je7URHx2N2jg,Riz Raz,Vegetarian  Buffets  Mediterranean,0
4B5g_UqfwC4gpuUdJ4Y44w,Halifax,Burgers,0
7b2HH72vNEJdF701r42kbg,La Vecchia Signora,Italian,2
2wawHUBRijBzej0d65zqZw,gorm's i Magstræde,Italian  Pizza,0
NynoohvPT2TIsrCm6agFJQ,Atlas Bar,Modern European  Mediterranean  Vegetarian,0
zb3QVJPreJB8EcuxTgx2_A,Gastronomia Italiana Tre,Pizza  Italian,0
SfLu-0sHY_R2NQvoKftKpw,KöD København,Steakhouses,0
-ws7yx-9dNdsD95S-3460Q,San Marco JUNIOR,Italian,2
LAs8Q5sZ2rYQaP7u1K4gHg,Tivoli Food Hall,Food Stands,0
WOpDD67yCmXBN5rizvqePA,Da Aldo Pizzeria,Pizza  Italian,0
lhqWPE-RLVEZOYczGJevMA,Café Flottenheimer,Burgers  Desserts,0
t8WoOCblNkTHu71pd1t9Eg,Nordic Noodle,Thai  Gluten-Free  Vegetarian,0
qdBdXU7bBoSMg1av_GEOzA,La Pétanque,French  Creperies,2
wzUG4fmV5Bdw5u1iLQjA7w,The Coffee Collective,Cafes,1
hijTSfwFhF3sdl5uOqGn3A,Meyers Bageri,Desserts  Bakeries,3
rg9Ll_VIrdXe69cW6LWtIg,Andersen & Maillard,Bakeries  Cafes,3
KkPhfM_XDpYCQMBJKOaAOg,Møller Kaffe & Køkken,Cafes  Breakfast and Brunch,1
Oebon5OZBubs2dtM6q2Ifw,Kaffekilden,Cafes  Coffee and Tea,1
O8bPJgmgAoMf9njoIlwfow,Souls,Breakfast and Brunch  Vegetarian  Cafes,1
GOUSDHMfV3kbnWNGyOFEfA,Sidecar,Cafes  Breakfast and Brunch  Cocktail Bars,1
RUZ27d0mLsO82xxKIlkeYg,Mirabelle,Bakeries  Organic Stores  Breakfast and Brunch,3
Bo3ixYo_iRqxyNye6zu57A,The Coffee Collective,Cafes  Coffee and Tea  Desserts,1
BLsYalw2vPyoD1k3W-9nKg,Brødkunsten,Bakeries,3
H1fOqsIePlWvyrSX3dyeeg,Original Coffee,Cafes,1
UbmWzeUsG5p3xckOPU0inA,Djuus Copenhagen,Breakfast and Brunch  Cafes,1
-2KIGxyqLwOEl2SExzA9WA,Naturbageriet,Bakeries  Gluten-Free,3
Y7mnLYj3l5wxDftH2EfZgg,Ali-Bageri,Bakeries,3
ec-BcKj-bnWEFUajWj5d6A,Elly's Kaffebar,Cafes,1
bEMIylW09wrhKeHvtnZ1aw,Mokkariet,Cafes  Breakfast and Brunch  Juice Bars and Smoothies,1
PlSiSYLxZvqXIxgJEaSRWQ,Social,Coffee and Tea  Breakfast and Brunch  Cafes,1
TtQAlQeuHZEBcs9xT55x9A,Cafe Viking,Dive Bars  Beer  Wine and Spirits  Coffee and Tea,1
sUKdVIH3FFnbZbOoFsJe5w,Kafe Katholt,Cafes  Breakfast and Brunch,1
BOsyEAd2VpjGKKjhr1OJ_g,Kaf,Cafes  Vegetarian  Vegan,1
J0qXu_y7S_vyv6VI3zzPXw,Lygtens Kro,Dive Bars  Pubs  Cafes,1
s0bNk8iebNRVAADYpE5fZw,Cafe Gavlen,Cafes  Bars,1
VFjv-6_N9RaM62_7MZ101Q,Isværket,Coffee and Tea  Ice Cream and Frozen Yogurt  Chocolatiers and Shops,1
qvuG63s1VKvf2SnWkIp0OA,Cafe 22,Cafes,1
8mjAG17StSRarfbp2aMqNQ,Woolstock,Cafes  Knitting Supplies  Hobby Shops,1
BFRwFEN6pV75jpxGEpjcXA,Taxa,Cafes  Breakfast and Brunch  Steakhouses,1
QcK5ItYdldNXL-kT1tRpDA,Kösem,Cafes  Turkish  Kebab,1
m8ETTRP8uk7yCMUUBuAyyQ,Tjili Pop,Cafes  Breakfast and Brunch  Bars,1
l8MNckNRrV7wtr-ddvVCBg,Kalaset,Cafes  Breakfast and Brunch  Vegetarian,1
6Q7Uo-7hvibT1s94hgjVFg,Røde Roses Kaffebar,Cafes  Coffee and Tea  Juice Bars and Smoothies,1
aigwhsN9eQ_v0I8nAZZrFA,Café Feel Good,Cafes  Vegetarian  Vegan,1
Bs_EhkExJxKN9FO6biTAxA,The Laundromat Cafe,Cafes  Laundromat,1
1kZe1j9Gc9UIEuVkgm08Yw,Wulff og Konstali,Cafes  Breakfast and Brunch,1
TUXhPCybQ6e63f-jHiCM6w,Mellemrummet,Bars  Music Venues  Cafes,1
rrQhUbBCbZEkdmrAluVM0Q,Jægersborggade,Shopping  Local Flavor  Cafes,1
PuJeXkJd2m787hIFY0MFhQ,Ø12 Coffee & Eatery,Cafes,1
9Fgyio0jBHWIYcb9kbAPuA,Brødflov,Patisserie/Cake Shop  Breakfast and Brunch  Bakeries,3
eY0pxt2A19QWzs9LSP_RmA,Det Rene Brød,Bakeries,3
_E46qEer1pB2IcdYICPYUA,Gravy,Organic Stores  Cafes  Coffee and Tea,1
w50WDdFurHAnqgzvpruBsg,Juno the Bakery,Bakeries,3
k-v2QFk3AMas3aDPQL1K5A,Café Blågårds Apotek,Bars  Music Venues  Cafes,1
f8Eu6u2pDzdsammMaydRYw,Kaffeplantagen,Coffee and Tea  Cafes,1
tjRzDCPbezy7tnmJkQfKuw,ShaBaz - Kaffebar & Køkken,Cafes,1
0NQAVDJgsDggDGjGbcCHLA,The á la Menthe,Cafes  Moroccan  Tea Rooms,1
gZ6UEWVD85lPUetkOOKGpA,Sebastopol,Cafes  Breakfast and Brunch  French,1
bY-8ef7mYvDYCno33DyIDQ,Sankt Peders Bageri,Bakeries  Breakfast and Brunch  Sandwiches,3
jh513qEE97KRklUODXyCGw,Props Coffee Shop,Bars  Coffee and Tea  Cafes,1
ozA0RJRf8YYEB1uXsqbPWg,Paludan Bog&Café,Cafes  Bookstores  Breakfast and Brunch,1
lWNRq56dJ96JdKj3AjRYJg,Next Door Cafe,Cafes  Juice Bars and Smoothies  Breakfast and Brunch,1
p47HZUtWucx_YLne3FgTsA,Cafe Le Rouge,Beer  Wine and Spirits  Coffee and Tea  Cafes,1
ljI0SE6MHLv12IsmhqGzSw,Kaffehuset 44,Cafes,1
u-SOp3MDuahQFwPfxmNp4Q,Bastard Café,Cafes,1
FKbgq1LxZHVfYlGWLihrlQ,Håndværkers Bageri,Bakeries,3
DXVPI5719dUUadlOw7pLYg,Designcafeen,Cafes  Home Decor  Coffee and Tea,1
afHh4PKaJIrqIVuN5XsjHw,Ipsen & Co.,Cafes  Breakfast and Brunch,1
wJwlk1EHbjISvEO2s9qpIg,Riccos Kaffebar,Coffee and Tea  Bars  Cafes,1
TOZbl7oVGf3lp9plxscAyw,Garagen,Cafes,1
haXlks5ePW8Um-M2YjZgqw,Café Griffens,Cafes,1
Wr6aOqMLrrqUlHiplioxdQ,Hey Darling,Cafes  Cocktail Bars,1
KLr-Wu7PP1OnOfT9E1J6Pw,Pixie,Breakfast and Brunch  Cafes  Bars,1
aXxSSoK0RO0q8phuSsaCEg,Kaffesalonen,Bars  Coffee and Tea  Cafes,1
MAnVFZ_oliHk9nhPJOzWvA,Meatery,Cafes  Steakhouses,1
yT80bot_avHqmaQ-S1us1g,Café AE,Sports Bars  Breakfast and Brunch  Cafes,1
sj41EPHz1jc15tAa3wVrCw,Det Rene Brød,Bakeries  Breakfast and Brunch,3
okydpNhxNHyxJXy79IK1hQ,Feelgood Bakery,Bakeries  Gluten-Free,3
niCkFlWZq-ptrOim7eSLhw,Harbo Bar,Bars  Cafes  Coffee and Tea,1
2N8VAWkwGKEdJfgQ9IuFJw,OLUFs is,Ice Cream and Frozen Yogurt  Coffee and Tea  Desserts,1
5mgrCQ0C02L6vWemjSO5Gg,Fata'Morgana,Cafes  Coffee and Tea,1
ck_7nu7Hem_RijPlWZmExQ,Café Plenum,Bars  Coffee and Tea  Cafes,1
1m6zahKVmwGbwEiapV9s0g,Arrebo,Cafes,1
SqorrQHMv3ezqytTtSeGDA,Hønen og Ægget,Cafes  Breakfast and Brunch,1
t6h46kgIfkH9am8WkbIqrw,Bertels Kager,Coffee and Tea  Tapas Bars  Bakeries,3
3ct9aTyCyYe3A2xiX1_h8Q,Cafe Norden,Cafes  Breakfast and Brunch  Sandwiches,1
bcipoGML-6UEk1PVKEU3JQ,Kogebogeriet,Bookstores  Cafes,1
bTQTOEfXO5TfJjH7Pq2KLw,Café Castro,Coffee and Tea  Beer  Wine and Spirits  Cafes,1
J-xnCbqDe7LZkKd81OJQnQ,Hart Bageri,Bakeries,3
5v9Xnbb3x2AJI1P-jkDcqQ,Den Lille Gule Kaffebar,Coffee and Tea  Cafes,1
GZ52jPGOgaC3cic6QZohSg,Original Coffee,Breakfast and Brunch  Cafes,1
9pC1gYB9ZtbNdV7z7Z9WDw,The Coffee Collective,Coffee and Tea  Cafes,1
wdVClx28XFTNHYLOx6Is4A,Sokkelund Cafe & Brasserie,Brasseries  Cafes  Breakfast and Brunch,1
PJed24HWJ4SIn8eZM5gYrw,Emmerys,Coffee and Tea  Bakeries  Cafes,1
ZXjdJes0jZ9IlslhIZMl-Q,Café Munk,Cafes  Indian,1
Sv2GBNC9AyDoD85iQreqKg,GoodLife,Cafes  Coffee and Tea  Vinyl Records,1
Y5mpYpGiC0cGrlM602k6mQ,Cortado Kaffebar,Cafes  Coffee and Tea  Sandwiches,1
AAfXw_dm52FxhlhjRFFJ3g,Lagkagehuset,Bakeries,3
ZWhv7KIu8GlQ_Q7xiOoHWA,Rosetta Østerbro,Pizza  Bakeries  Sandwiches,3
hsjwzVqlF4fD-5UP9lJ8Ow,MOQA,Cafes  Coffee and Tea,1
c4KA0OBJkX4I15-GYA3v1w,Arabica,Coffee and Tea  Cafes  Soup,1
l7GYIOlVDfMcuvGZEpP_lQ,The Mudhoney,Cocktail Bars  Beer Bar  Cafes,1
xn2t243dVsLR2av-9Fxsrg,Kaffestuen,Coffee and Tea  Breakfast and Brunch  Juice Bars and Smoothies,1
G9nZokxPVAnxsEo1PyLReg,Bowl Market,Cafes  Breakfast and Brunch,1
avUr5VNkjNcshWfurfLWUQ,Lagkagehuset,Desserts  Bakeries,3
dFUZTboFyZMZFn5Gk_TikQ,Original Coffee,Breakfast and Brunch  Cafes,1
qL-Bs5qvonN4qdu0Z5fqBA,The Living Room,Bars  Juice Bars and Smoothies  Cafes,1
bcb2J89XxG6JUyh_5wl8Fw,Din Nye Ven,Bars  Cafes  Social Clubs,1
6PVhq2e-m7EYS_jzgkEddw,Darcy's Kaffe,Cafes  Bookstores,1
Vvpc_3sX6M6wsG6_9jwylw,Christianshavns Bådudlejning og Café,Coffee and Tea  Boating  Cafes,1
tmytR2cxCKV4S1GnxQIaUQ,The Laundromat Cafe,Cafes  Laundromat,1
BO9ODUuzeqJveVwhCwVLQw,Hope Bar,Salad  Vegan  Cafes,1
_IAwsy8qYTFtUDcr0RINTQ,Det Rene Brød,Bakeries,3
AK5JxY8_l4Jb1gMhL2ikAw,X-Camp,Cafes  Arcades  Internet Cafes,1
fm51EvHkluIT3A-r_G7H9Q,S A Y - Concept Store,Coffee and Tea  Concept Shops,1
q-cbBbpjZ4c4-56j8IIXlA,Asia Bazar Food Bar,Coffee and Tea  Cafes,1
zDYjyusw-L6Y4axz5nUwYQ,Kafferiet,Cafes,1
2TweHPfeJvFby3QrQlg3KA,Grams Lækkerier,Cafes  Sandwiches,1
U9ErXY8e57UyG09ilhX4BQ,Kaffehuset 183,Cafes  Coffee and Tea,1
ptJCyB4SgcNVo_4tCeUbig,Cafe Bopa,Coffee and Tea  Bars  Cafes,1
IWVvfOw8NaE8XtJspN6wdg,Café Rosa,Bakeries  Desserts  Coffee and Tea,3
vts_cYq05-w_sHfyO1t4oA,Det Rene Brød,Bakeries  Coffee and Tea  Desserts,3
h59nQtF8Qx0tEdJUo_61Lg,Café Phønix,Breakfast and Brunch  Cafes  Coffee and Tea,1
uDzdIyUZ4PNlSS0Xbqj_dA,Zaggi's Coffee,Coffee and Tea  Cafes,1
T-7R_IPoPqfuyYpijLm_nA,Kulinaris,Coffee and Tea  Pizza  Sandwiches,0
gKcbzyXPw1HBdkElD62tYA,Overfor,Danish  Cafes,1
T2Jyeg8tSkT1LMADRc_yKw,Kitchenette,Cafes  Coffee and Tea,1
-YPMhMUkozKtCnqMMkgccQ,Meyers Bageri,Delis  Bakeries,3
O55nVUQGJh7vEV9m_Uz1sQ,Kaffebiksen,Cafes,1
Oc7z477HnGAo2luBAD1RiQ,Hart Bageri,Bakeries,3
-T9uUMrwjFtrrBto4k5Vjw,The Coffee Collective,Cafes,1
Bm2a-NxLOrKXQ77VsBD_hQ,Cafe Ermanno,Cafes,1
DHc9V8q8AaW2wmI9jvIamA,Munch,Bakeries  Cafes  Coffee and Tea,1
2xw3NB1EOZhRvAy1-LXasQ,Ingolfs Kaffebar,Bars  Cafes,1
xyrU1vi2dmGmHZtvnYaCHw,Lagkagehuset,Bakeries  Coffee and Tea  Desserts,3
oLMCmpxLjHWLObOZBl0pUQ,Charlottehaven Café,Cafes  Breakfast and Brunch  Hotels,1
2FgQJLIIBz7xr2PbgeuHAQ,20 Grams,Cafes,1
WaL7si0-r9kCxtLmXX5-Fw,Brioche Dorée,Bakeries  French  Cafes,3
60tSNcLjBZhUKq-1_IF8-g,Verdensrummet,Organic Stores  Bakeries  Cafes,3
dnrJke8wfHesazSljyGKDg,Tea:licious Café,Bubble Tea  Coffee and Tea  Waffles,1
jdak7g6g6eK9guNK8VBfog,Neringa Café,Juice Bars and Smoothies  Cafes,1
SEDDO0onNCKZdRZKIeNa8g,Coffee Industry Sweden,Cafes,1
qoyOYu2GSrvV2he-9w0v6Q,Grannys House,Desserts  Coffee and Tea  Bakeries,3
6ZtVjLi-JB5uBwDxGTFCPQ,Cafe Noura Antik,Cafes  Cafeteria  Breakfast and Brunch,1
VJa2qf1s1e7lsxOS_S9lgQ,Leckerbaer,Desserts  Patisserie/Cake Shop  Cafes,1
lAhqfnubTLESa8d52PmrXw,Tante T,Coffee and Tea  Chocolatiers and Shops  Cafes,1
pOVvdV-E1_zYxocX-oJubA,Resso Espressobar,Cafes,1
jptVzSRvP7bq6WfXO4NkjQ,Meny,Grocery  Bakeries  Specialty Food,3
GLjb1z73ukEEU-CIDLsKjQ,Voulez Vous?,French  Cafes,1
FXGoGVr4RRs6mR0iYIENmA,Mad & Kaffe,Cafes  Breakfast and Brunch,1
PKC2ewu9UD_hVPlw8zsy1w,Askov Fonden Café A,Cafes,1
AADGbW93TV_KH1iqvAA_aA,Baryl,Cafes  Breakfast and Brunch,1
yV79JYHN_iThP8RK-K4MWg,Cafe Wilder,Cafes  Coffee and Tea,1
g7uOOY2DJ8BgEYWghhtbIA,Snabel B,Coffee and Tea  Breakfast and Brunch  Cafes,1
h5e0P3dUhwFJ-HYogPaVWw,La Banchina,Seafood  Wine Bars  Cafes,1
zYpYci5QeuckMCkhE5kYkw,ShaBaz - Kaffebar & Køkken,Cafes  Coffee and Tea  Breakfast and Brunch,1
WVvP58sLEM7f9K34wzWjBw,Dag H - café og restaurant,Coffee and Tea  Beer  Wine and Spirits  Breakfast and Brunch  Cafes,1
iYs4CZRYTvRV6WE5XfznyQ,Kaffebar 78,Cafes  Salad  Breakfast and Brunch,1
1A3Py4X14kJFcyFgFvfh5w,Barcelona,Dance Clubs  Cafes  Lounges,1
2eBbcKP2dhD6DYG388_Flg,Funder,Cafes  Coffee and Tea,1
R7ystNbJkJ0VvrA29EMCQQ,O Bom Português,Portuguese  Beer  Wine and Spirits  Coffee and Tea,1
j913tP1GGtvo-7DeIWXSOg,Kafe Kapers,Cafes  International  Breakfast and Brunch,1
TX5TBY9QaX9BgR6vZJfqZA,Kaffedepartementet,Coffee Roasteries  Coffee and Tea  Cafes,1
3Gm7cLrkr3McYwprZ7G9PQ,Baklavaci,Bakeries  Coffee and Tea  Turkish,3
wa8QR1M4w_FrWNSEnmdydw,Superkaffeforsyningen,Coffee and Tea  Cafes,1
_l7xx9uzB5pRRr-t3e9tNA,CUB Coffee Bar,Coffee and Tea  Cafes,1
QWjaJbnVh6vYOX2mcwQsUA,Lagkagehuset,Coffee and Tea  Bakeries,3
Vi_GqXDFpm0k-Esyj1w6ww,Andersen Bakery,Bakeries,3
EbslkQXFndj_eK8VIXBVQA,Reinh Van Hauen,Bakeries,3
pwpdEgtJN-RH2VibZiE1Kg,Klint - Design Museum Denmark Cafe,Cafes  Coffee and Tea  Scandinavian,1
-d3xgdkPLYZuNwMETg3Avg,Café Spis,Coffee and Tea  Breakfast and Brunch  Burgers,1
waF42OQ2hJe3OhXzCEGFEA,Riccos Kaffebar,Cafes,1
HLqznMliyB2gu1fELI0HOg,Hotel Chocolat,Chocolatiers and Shops  Cafes  Desserts,1
RxTOOqEyiD5AyqMQ8GT5Xg,Café Sirius,Cafes,1
PeQiEJYc3c2WV-EBjWF6Fg,Café Bankeråt,Cafes,1
npJqCZNCL6D959SVa7aC-w,KarmaMan,Coffee and Tea,1
nMfplJbDRetZaTtKh1_A8Q,Taste of Taiwan Bubble Tea - Indre by,Tea Rooms  Coffee and Tea  Bubble Tea,1
neYYzjcgcjKChGJ5tjbC2Q,Mokkariet Odensegade,Juice Bars and Smoothies  Cafes  Breakfast and Brunch,1
Kj1f3Cj-ZU0ZWf4Pt7fhwg,Brødrene Grim,Cafes  Sandwiches,1
2mIYmFegEE0-HkSZ1ahlmg,7-Eleven,Convenience Stores  Coffee and Tea  Grocery,1
MPnHYl9woNGE_EE2klVyug,Kaffevaerk,Coffee and Tea  Cafes,1
6mStSf8kqt96O0bHWID3Pw,Kaffe,Coffee and Tea  Cafes,1
o2vZXe2NNWSf9Hjgnil_Lg,Los Nørrebro,Cafes,1
QXL2lkS27ynr9OgOk1DPPw,Heaps Good Cafe,Breakfast and Brunch  Cafes,1
9oIfPY6YROTR2leTua9gDA,Buzz Kaffebar,Cafes  Juice Bars and Smoothies,1
xkq58QB2s1cJAeuy1VMPLg,Kontra Coffee,Coffee and Tea  Coffee and Tea Supplies,1
KQH5Uflt3ymrWqMLq8ZaAA,Cafe Blasen,Bars  Coffee and Tea  Cafes,1
ZYDYHx028Y1n3H9WZfpq_g,Cafe Delight,Cafes,1
ZfO87ew3NH3C5kP1qYLsVQ,Taste House Of Cascabel,Restaurants  Bakeries  Desserts,3
iu400KMVgXv3eHSEFYFFAw,Espresso House,Cafes,1
OZz3pObROTUrowUR90_Kag,Reinh. Van Hauen,Bakeries,3
fCcng280F2LPKcFc-RZaNA,Café kopenhag,Cafes,1
C3iuuGLleR-v0ShSfuLaew,Forloren Espresso,Cafes  Coffee and Tea,1
yOeeSvM1iAhhnUDh9yc5DQ,Krejl & Kaffe,Coffee and Tea  Furniture Stores,1
wHHoCqjgDo1iVNeRl-1fgg,Blomst,Desserts  Cafes,1
RLIiVISTFRGlbphQ3o3VxA,Bertels Salon,Desserts  Cafes,1
nIv8G7Zd0WzfYhgt16PUGw,Massimo,Italian  Pizza  Bakeries,3
mguMbKPbwIVCjoGkhoyP-w,A.C. Perchs Thehandel,Coffee and Tea  Tea Rooms  Desserts  Cafes,1
GPXzvVZc8YFvmf4XhYfy0g,Ny Carlsberg Glyptotek,Museums  Cafes,1
79a5J5ccQupjo3EVuFjpoA,Bageriet Bodega,Coffee and Tea  Pubs  Dive Bars,1
4oe1xQmXerGxCI9eF4bgRQ,Democratic Coffee Bar,Cafes,1
jQ51tU9Fy3SgB5zJ0YCTNw,Lagkagehuset,Bakeries  Sandwiches,3
eqBme5o3m6acYYKCFHc2-A,Café Tilda,Cafes,1
tZlQbXv6fDYxH67p6zwpzw,Mormors,Desserts  Coffee and Tea  Sandwiches,1
7WBAoA6kAoHrjcPE62cb4g,Lagkagehuset,Bakeries  Desserts,3
aiX50QOXODa56zXNo-0AsQ,Kagestuen 43,Desserts  Cafes  Coffee and Tea,1
SZnPuN9qP3fDrSOjv1wjLQ,Cassiopeia,Cafes  Buffets,1
Ek0Y08ljHkAYdxvEUHk7yw,Navnløs Kaffebar,Coffee and Tea  Cafes,1
X55KSPpxGQneg7wwLYf5wA,Kaffix,Patisserie/Cake Shop  Cafes,1
U0JK3sr_sLLitxUoGuUgsQ,Vinbørsen,Beer  Wine and Spirits  Coffee and Tea,1
pPJz_9cn_BSIzwH7rg1Odw,Hermod Bodega,Pubs  Dive Bars  Coffee and Tea,1
sE-P664Xu7ttCMvRVG-fZA,The Garden Café,Cafes  Sandwiches,1
HTxZiwFUW70gOqWrn7Zx3A,Mokkariet Istedgade,Cafes  Coffee and Tea  Breakfast and Brunch,1
ZaaVHy1iJGpypS-6xBkSBQ,Prolog Coffee Bar,Coffee and Tea  Cafes,1
A3bUmtsktu1fh3Q2EkNphA,Petról,Cafes,1
fDjmb9JtgphxF7Ekt62Flg,South Harbour Café,Cafes  Moroccan,1
S5YhwZSOdLQLeUr9TcKIIA,Enghave Kaffe,Beer  Wine and Spirits  Cafes,1
9llgG4Sf8u7Y17hpf0-nwA,Risteriet Halmtorvet,Breakfast and Brunch  Cafes  Sandwiches,1
vWS4-AbfmGO2zo696qHw2Q,Bageriet Brød,Bakeries  Breakfast and Brunch,3
EFJueGHxBlNrn5zKTVdcOg,Kaffeslabberasen,Breakfast and Brunch  Bakeries  Cafes,1
-c0jjCGzrfjQKroHgj6jZg,Wulff og Konstali,Bakeries  Cafes,3
0JjRaroKcpraZITHMazaZQ,Coffee Fellaz,Cafes,1
9WFf4FGvedg-KSEnShU7ag,South Harbor Café,Cafes,1
QRbniHRSwDwU1-WyjFbW3Q,Barbar Bar,Cafes  Sandwiches  Bars,1
bEodOkIJZ6I3UKDWKZNdZw,Carlton Cafe,Cafes  Breakfast and Brunch  Burgers,1
dya3sdg-OjlETrGPcAwJrw,Apropos,Breakfast and Brunch  Cafes  Coffee and Tea,1
vpmk1OF6Uad2IHzSIg3QuA,Bang og Jensen,Bars  Breakfast and Brunch  Cafes,1
7wP5O1LLfjlb7rQtFeJ60g,Frede & Vester's,Coffee and Tea  Breakfast and Brunch  Sandwiches,1
5b1R1l616rn9ukX3-fXFHw,Cafe Skammekrogen,Bars  Coffee and Tea  Beer  Wine and Spirits,1
5SIOQE1-Ci9nPqzmYGDXeg,Granola,Cafes  Breakfast and Brunch  Sandwiches,1
2JwV8xhLKvb4wInemI7aBA,Brød,Bakeries,3
BtlJIvMvVkF7Y_VurhVdIQ,Stempel Bar & Kitchen,Bars  Cafes,1
_gxWLxWE27tnZMSIQNrsYw,Espresso House,Cafes,1
sD1GlvFgxUq7BHOOlkM_AQ,Kellermans Cafe,Cafes  Venues and Event Spaces,1
_8EvYM5dMATONGKy_zTivA,Kaffestuen Vesterbro,Coffee and Tea  Internet Cafes  Sandwiches,1
kFvu1gAJPIUWN5wY7oEJSA,Sweet Surrender,Cafes  Coffee and Tea,1
os0XTO19CPxHcwwS2PWGkw,Rist Kaffebar,Breakfast and Brunch  Cafes,1
4X26IY7RvokFE7QdSUmUYg,Café Du Nord,Cafes,1
NF4rEESo8EW9nJfw9ITayw,Craft Coffeeshop,Arts and Crafts  Cafes,1
OwO4EXYuwsHacuNjcypqlw,Coffee First,Coffee and Tea  Cafes  Cocktail Bars,1
CHiLHTCTQtVRyCjT-YLLQQ,Café Alma,Cafes  Modern European  Breakfast and Brunch,1
MLRw97gDKx0oFlPdkNp3nA,Café Mandela,Cafes  Bars  Coffee and Tea,1
I6ZCKRIwbm1DBi6mJCZ-ZA,Sonny,Cafes,1
XoLeE4DgdRT7cc4o7WCzlQ,Sort Kaffe og Vinyl,Cafes  Coffee and Tea  Music and DVDs,1
AFMKLpZqaTzSSFK-b04R7w,Boulevard Cafeen,Bars  Coffee and Tea  Cafes,1
LA3DjHXWPqz9wT3ewN1Heg,Græsk Smag,Cafes  Coffee and Tea  Greek,1
gV5URnf-dXSgxxYvMDZchw,Bagerdygtigt,Delicatessen  Bakeries  Cafes,3
gAHr1iqgLRC2bDSYeqowHg,Café Høegs,Bars  Cafes  Burgers,1
7qf7SCTGW9TWT9NaRQMrJQ,Le Kaff,Coffee and Tea  Juice Bars and Smoothies,1
QIC_bbmQonavepomfzeCjA,ORSA Coffee,Coffee and Tea,1
J7pb3CA-U1JZwZRDwVm32w,Lauras Bakery,Bakeries,3
jfCuOkK2cmdJZy6nZf5SUQ,Kødbyens Høker,Bakeries  Restaurants,3
tJAMNrEO0nxJey5VDvtN4A,Roast Coffee,Cafes  Coffee and Tea,1
MZswK-TBmVFnVDAbtczVXg,Café Georg,Cafes,1
h167hNgVPVyqGTnXL6bRcA,Café Viggo,Cafes  French  Bars,1
S2qFCsgDTSeEWLi1HlLGBQ,Lagkagehuset,Bakeries  Cafes,3
e5xz83FcKNGgkY6THQd62Q,Statement Coffee,Cafes,1
ykbWPQEr-BukZN-4jX_73w,Central Hotel & Café,Cafes  Hotels,1
ut4cQi5zwYqF1ets2-FgCQ,Woodah Hostel,Cafes  Hostels,1
i-maIPuvj6iVwdgifhcyWg,Cafe Vivaldi,Cafes  International  Breakfast and Brunch,1
TnOTTLBrCr07D6NMksjuZg,Kaffeplantagen,Coffee and Tea  Cafes,1
ajQJDOjYmz12VMFYBM8TSA,Gestus,Cafes,1
uChoEdFyJiBnApt4y1jrKg,Lagkagehuset,Bakeries  Cafes  Coffee and Tea,1
DMhWhvZn5SyDtWrU39amVg,Flisen Bar and Burgers,Cafes  Burgers,1
pbiwjidhHNQ5FWguqDH4pQ,Cafe Emma,Cafes  Sandwiches,1
TkNywlSTNFl7Afd6uI5iMg,Café Sonja,Cafes  Breakfast and Brunch,1
UEAW78TYgUpwckoRrB4R9g,Sweet Valentine,Bakeries,3
ERd_bqdduHNfvatvJkP3dQ,Byens Bogcafé,Coffee and Tea  Breakfast and Brunch  Internet Cafes,1
JdxPHfCcrQJAfX_9g9TBHw,Helges Ost,Cheese Shops  Bakeries  Delicatessen,3
_exr0Lb9qfLjiW1a_-x2Gw,Bodenhoffs Bageri,Bakeries,3
spVkora36exmMh8dQMhdzw,Café Katz,Lounges  Cafes  Coffee and Tea,1
OtFptdustjPs_m4_DUWJJg,Naturbageriet Sattva,Bakeries,3
xJbWptJcgbSm8UFOeoYekQ,Riccos Kaffebar,Cafes  Coffee and Tea,1
48LQ9QNQpV9s_ttuU1hiJg,Sing Tehus,Tea Rooms,1
94ETPxyFEBhLDlvkt6cnUQ,Thiemers Magasin,Bookstores  Coffee and Tea,1
jmBbjCDjq2psWGGV0MBVbQ,Den Go'e Kaffebar,Cafes,1
QBlaha1aAf1ogNIj-s1c2Q,Rock Bar Royal,Bars  Cafes,1
hAdt43NHgJddWbX_HV9_PQ,N to Go,Cafes  Coffee and Tea,1
4rYGMNqNpI48E8VyRqTkWA,Café High Q,Coffee and Tea  Sports Bars  Hookah Bars,1
QZnh_iSjo5sScMvTFVyP-A,Coffee & The Gang,Cafes  Coffee and Tea,1
j5XejEZmzX6oeFrGiClH4w,Kaffe lladro Vesterbro,Cafes,1
CHOjNliJkzW1hy-CkX817w,Joe & The Juice,Cafes  Coffee and Tea,1
h2Ldxok6gPmxxHdyWMjg4A,Creative Space,Arts and Crafts  Home Decor  Cafes,1
