Yelp ID,Business name,Category,cluster
tWRiJkmmNa84ECnaE4dmmA,Toldbod Bodega,Pubs  Danish  Open Sandwiches,0
WEEhKMbLXwddXvanLYg3hA,Restaurant Sankt Annæ,Restaurants,0
-AfNFtrGWOGen0BY2jFvsA,Karma Sushi,Sushi Bars  Asian Fusion,0
sRxvDAr1OVHsp0JINby5AQ,Nyhavnskroen,Open Sandwiches  Danish,0
-_2BHrs8aDrdTRm_93rbcA,Pølsekompagniet,Hot Dogs,0
xE9ZU7NsmHQcwQdGK5QRTA,Cantina,Italian,2
Nm-r-s2KFGVvdSNX9AcsjA,Granberg Brasserie,Brasseries  French,2
7DrDAPL7A6srRyYTPM48Xw,Kontikibar & Restaurant Færgen Ellen,Restaurants,0
XCmN9AbDx88o3Lfoeq8ozQ,Bulko,Food Trucks  Korean  Asian Fusion,0
-Gv0BG1QLe66OI9gkjzo8Q,Palæo,Juice Bars and Smoothies  Gluten-Free  Salad,0
qsaBLvdVoseGKbMn2g8LAw,FAR's dreng,Wine Bars  Breakfast and Brunch  Danish,0
1unSmVnObtLN86mXrJkPig,Hatoba Sushi,Sushi Bars,0
G2yAyiQp4RTyI12aHdTGLQ,Johns Hotdog Deli,Hot Dogs  Street Vendors,0
JtQl_OreAqYuajx2KIZDEQ,The Black Cock,Food Trucks  Burgers,0
bgBzrM4eSnuklJ-vio5nuA,Fuego,Argentine  Lounges,0
ZfjDmUYtoi4-FiAI3zut5w,Nyhavns Færgekro,Danish  Open Sandwiches  Seafood,0
EhMg9Abery3Qz_p3p4mfow,La Fattoria,Food Stands,0
dBqkon_hssUWNSkyPsEzIw,Oink Oink,Sandwiches  Fast Food  Food Stands,0
P6TcyJY-Ipod_cp-GKQwfw,Bridge Street Kitchen,Food Stands  Fast Food,0
RBOu0yXoUa5FzKARQu0eAA,Boathouse,Brasseries,0
c-p7iHc94qJhbql6LLJKPg,Sanders Kitchen,Restaurants  Bars,0
XkACdvsX588oyiuFo-SsUA,Latienda,Food Trucks  Latin American  Vegetarian,0
aMYWFgwV3Q-seCmKIiyAAA,Restaurant Det Lille Apotek,Open Sandwiches,0
xYBWuHuof8vtUKACFKqhpg,Lagano,Italian  Food  Pizza,0
hWASG3_vTmx1wYhyuavhhQ,Mælk & Honning,Themed Cafes,1
2JF0D08KR9VQRtKY8EC2Lg,Halifax,Burgers,0
C6YgtsXUiGgSgCwBowY5Dg,Bone's,American  Burgers  Barbeque,0
pVywLmSUElYzUeDBurwnxw,French Chicken,Pizza  Sandwiches,0
Q_1VCeuppvRPfNgDZQGF0Q,Toftegård Smørrebrød,Open Sandwiches  Danish,0
Ec42Vd63k2gFO2Cvw8ngpA,Den Persiske Restaurant,Restaurants,0
ZcH6ymEAAttjftlq0y-4mg,Sushi2500,Sushi Bars,0
v07LzE6FG3gf8-HH2-SBGA,Royal Sandwich,Sandwiches,0
811nkEKnltFSC-EPNqKLBw,Buffalo Pizza,Pizza  Italian,0
uvgrir-4PdYWWWMjUzKqgw,Thai Wok,Thai  Wok,2
KksMwlaB8n920PKK0rct1g,La Stella,Fast Food  Pizza,0
jUlEOr4a3O9zx-9qzemx_A,Sticks 'n' Sushi,Sushi Bars,0
EbOnv95-7Bt82HDGqRgyfA,Encke & Duers,Food  Sandwiches,0
2n0LW8Ta2jgYB5NvQk7rdw,Valby Grønne Køkken,Restaurants,0
aST3LQR8TuSfdebnE3imhQ,Ny Ellebjerg Stations Kebab,Kebab,0
YmsBxril_Hx1S0TAC8J3-w,Yousef's Spisested,Fast Food  Pizza  Kebab,0
5ufqF3aQzOwRXnjF7NMFlA,Rumbles,Burgers,0
cn6R7jgjBRzMWEeakxk7Gg,Pizzeria Cavallino,Pizza  Italian,0
wpvmgEFkF3HwdCuo0jhKMA,Burger King,Burgers  Fast Food,0
IzsXdNIxtogi4eSmK0l6VQ,Banens Pizza,Pizza  Middle Eastern,0
60blYrVWTsx3PW5QCXUzJg,Dilans Pizzaria og Burgerhouse,Pizza,0
xHThmi4POD0zTB-ik8N4og,Que Pasa,Mexican,2
UIrMj583BAQDR6DxOIIVdA,Sushi Stop,Sushi Bars  Japanese  Chinese,0
uEUP01LstVgUPBJ569gKow,VACA Mexican Finger Food,Mexican,2
dVnBGW6aEbqiNB-MJoh-QA,Ocak Café,Mediterranean  Fast Food  Sandwiches,0
J9GdkoIb2tJMrMgM3wguUA,Jinan Pizza,Pizza  Sandwiches,0
uZuiZiOfW8xB8NR8fVRfcA,Tandoori Dehra,Indian  Pakistani,2
rgx8MaNirk4gXcTIJYZ5Yw,Wabiwabi,Japanese,2
KSoUxoRYRQl3g2ui2JKoBA,Antico Forno A Legna,Restaurants,0
_olXSDLDbjrmoh8oQfWd0A,UMI,Sushi Bars,0
KoFPc_gf2AUaqx5PnJyN3w,Burger Garage,Burgers,0
ng7TPmNouBWvDyMlFclOVw,Teppan House,Japanese  Asian Fusion,2
jwXoWSMfL839V9bBnhQGnw,Sandwich X,Sandwiches,0
Tqxn3G4BjjWW8KkjznZt3w,Mae Pen,Thai,2
s6RGwbKE6yZhbi4L0dVeCw,Chaophraya,Thai,2
kTWN9AYe2a0s3TP4oEF8tw,Den Gyldne Okse,Danish,2
QJi8VGsEI7NR-KiwVJxIcA,Pomodoro & Mozzarella,Food  Italian  Pizza,0
PjLv4lDNvvOuJIxx7068gg,Marco's pizza bar,Pizza,0
qfDZRrLdRwR_dKETRntHew,Hos Trine og Christian,Restaurants,0
h735_Vv2QVwMEmnml0L1pg,Zeybek Pizza,Pizza,0
83bPuhfqCUrHlsJCeKsJNA,Café A,American  Breakfast and Brunch,0
B1lJM9ZvxbMrA1MuiQa6PQ,La Buca,Italian,2
uRuzqfxaLx6sF2nYgIujQw,Sallingvej Selskabslokaler,Restaurants,0
olKVn55kxtU0oB2kc7gSBQ,Letz Sushi,Sushi Bars,0
JoBZBvqEpO9YgiZoT3eLwQ,Oki Sushi,Sushi Bars  Japanese,0
DO5P6-MvLb0pRNX4D4zw3A,Famosi E Golosi,Italian,2
V2L2O1gxM7XHfry7koJYCQ,Ristorante & Pizzeria DUEMILA,Italian  Pizza,0
jFCUweRGD52NxgCT4rKPXw,Chai Wong,Thai,2
L0QhVI-Z6vpC1bc7ZC5buw,Madhus 24,Danish,2
iJlVNkvGNEtCMGZZfipiwg,Restaurant Lazio,Restaurants,0
-8UF14UutougxfZ5LP65qA,Mit Lille Køkken,Open Sandwiches  Danish,0
MA42QTrccHqpeVBFb3Kc3A,Safir Kebab,Barbeque  Middle Eastern  Turkish,0
Cv3eiXerzysKQ69IdBj5Tw,Grillen Nørrebro,Burgers  Fast Food,0
iQag_gtRHWxxrdGtVNMvMA,Oyami Nudler & Sushi,Asian Fusion,2
Ek_i05hGiph7cvS0Al5NUQ,Cafe Phønix,Breakfast and Brunch  Burgers,0
0c_yHY2Kyp1PmnehzLjoHA,Royal Agra Palace,Indian,2
exkSwt6KouVKzY1JIbId1Q,Ristorante La Rosa,Italian,2
43S_yfTXFOpzNAdnjvuwPw,Gastronomia Italiana,Pizza  Italian,0
894bElthXCd_-FGOsmSVAA,Chicken and bagels,Salad  Sandwiches  Bagels,0
tAOGsqZHEBJvqFq9B1VqgQ,Phenix 2,Restaurants,0
dhPF5yNhHrE28y2oD22Hew,Jasmin Rice,Thai,2
cPQvasGlgq2AJjloQ0aFNQ,Tribeca NV,American  Italian,2
2adHsHuaIgBHOykviVh9Rw,Husum Kebab,Kebab,0
MU7k0r3_KzaNXGcB__vDAw,Café Ramz,Themed Cafes,1
uiwMK3mdnK00qHFrHP7-WA,Spigadoro Italiano,Restaurants,0
M5RvN055JhW_4ELhldngEw,Viet Thai,Vietnamese  Thai,2
Zvd1cRKkQ6-xnYcVp0I_Eg,Yaya Sushi,Restaurants,0
Ba0E1Tj1PayDUYpESWk7QQ,Chicken And Bagels,Restaurants,0
xWjDdF-PoefEyF0BCSDRog,BISTA Breakfast & Crepes,Breakfast and Brunch  Creperies,0
mKwcH5hIBN1qJivmCSLIdg,Dhaba,Indian  Asian Fusion,2
PG2IDoXgttG2xukrxeFbxw,Indian Flavours,Indian,2
j713xnnZG9zwhYgMk_htyg,Trattoria Campo De Fiori,Italian,2
qqNrpSTHb9sjs83R68OUEA,Cowboy Burger,American  Burgers,0
3y8Gq_RYGDtUwqUXw3ddUQ,Temporada Tapas & Vinbar,Tapas Bars  Tapas/Small Plates  Wine Bars,0
v6xhioS_eR-IrmUGHL2wpw,Leifs Pizzeria,Pizza  Fast Food,0
vndhtVyZKkBG5FQmnfGh_A,"Nuova Italia Pizzeria, Cafe og Restaurant",Restaurants,0
jSaTYh99gGTq4VntQBcDlQ,Gastronomia Italiana,Pizza  Italian,0
PvaYoEsxKhqCZhDIZVTpxQ,Fabios Delikatesse,Pizza,0
Jvv98JuqD0cUOWkmHyP0Jg,Kiwi's,Thai,2
zUfRhcWLuOOHrCIR8KWIRA,Spiseriet,Danish,2
fh9YwLpVmQfnCq1F9e-o8A,New Delhi,Indian,2
CpjzgmS6-w8jFKN5-9G3dw,Restaurant Mosehuset,Restaurants,0
mtkYKwvHa5zgS7Y_d6aE3A,Katsura Sushi,Sushi Bars  Japanese,0
lMXZ9CRmsOwCgEgzfx33MA,Roma Pizza 2200,Open Sandwiches  Pizza,0
X0ws5pj7EJ7dhEIIYZzfCQ,Di Minutte,Italian,2
WED9eZXhE1yBLpuw4KoIvA,Brasseriet København,Restaurants,0
4i_gtFCZ-8yzUR-u7vRx5Q,Gastronomi Expressen,Restaurants,0
8csq7T8XSqFlw3K8jteKAw,Casa Tua Pizzeria,Pizza,0
4ylWc4Nt4QNf4UP6bc8Z-g,GRILLBØFFEN,Burgers,0
2jsGHxNgrczqCirB3prVWw,Pandekagehuset Nørrebro,Creperies,0
Il2RSpUW7nN6_Xl4HjQAWA,Restaurant Bellahøj,Restaurants,0
Xuag_WbR7oYBxVbboL-wpA,Armando's Cafe Pizza Bar,Pizza,0
_86JO1NxNTMwsvS1r564ag,Massive Catering Company,Restaurants,0
Bl85vNgUoMfWfjxS5xOQ0g,Veji,Vegan  Vegetarian,0
YDGp0cbLEfauqk5FWEKXnQ,Lago Di Garda,Pizza  Italian,0
7zqMfjuWYsNCr50vfrPp4A,Sushi Time,Japanese  Sushi Bars,0
-Q1P6eAfqaiBRggPipvwyA,Zeynos Kebab,Burgers  Kebab  Lebanese,0
KlTrYFc6AOH4Zl3uLMauDA,The South Indian,Indian  Vegan,0
SSw5W7xvBBKkGwst7G30Xw,Itzi Pitzi Pizza,Pizza,0
T9yn4qI4sUKFAUvCz7NqsQ,La Vita é Bella,Italian,2
vTChg7PKgEj3BSNc9pKe8g,Mei Wei Restaurant,Chinese,2
JVxkNyyQmTOkNq4akgiX-g,nihao YAO,Taiwanese,2
tTXyWXFQGlRjfGlCgSGZmg,Curry Nation,Food Trucks  Food Stands  Asian Fusion,0
n-tUF3URIcVbxkSpcJLw3w,Nord Falafel,Middle Eastern  Falafel,2
oRPNG3oZd9093ti3ihM0uA,Utterslev Pizzaria,Italian  Pizza,0
jGEEgWvrdHpdRr-c7BpnHw,Fitnesso Nørrebro,Juice Bars and Smoothies  Sandwiches,0
0g7SwkDKrOJdYE4x8lTdjw,Op La restaurant,Vietnamese,2
29ra1wfknwU_evoeqlcN_g,Green Mango,Thai,2
VhPvGLx5MqCIpfGPoFprpg,Tribecanv,Italian,2
wOuUswsRkEz_0KVdPT2umg,El Chavo Mexicano,Mexican,2
_908AGazhKqbiSgo0vU2ig,Restaurant Kreta III,Greek,2
LOIAwKLZ_25VPHuokdfViA,Hong Kong Grill,Barbeque  Fast Food,0
Ty85PO3g8atwiTALcxkj8Q,FuYi,Sushi Bars  Wok  Chinese,0
lQnjlmHfxRqC2Cng1RMGJA,Marie Snack,Pizza,0
64oN5-0npSrUoCpTUQxFTQ,Dark Waiter,Restaurants,0
W5yNQMHtwrF4F8PEnbbmmQ,El Jefe,Food Trucks  Food Stands  Latin American,0
GGNtHyqXMvtGOHfVq706eQ,Samosa House,Pakistani  Indian,2
Vz2L7ntuw-p1DLkcjNtDPQ,Pico Pizza,Pizza,0
wpMg3wCDzC30xg3fYr3LcA,Nano Sushi,Sushi Bars,0
lQnCvsk-UdFYvw1CBi3JTw,Jasmin Corner,Sushi Bars  Thai,0
Fa5m6xcp2my2sg5yJ7Ivog,La Spezia,Pizza,0
HLl138XUln5Iicq-PCyFjQ,Kalimera,Restaurants,0
t-2A4hhSrr0Wfk1aiihhJw,Kogepunktet.Com,Diners,0
2Ro4ai5YHXXl5xYAHnZEjA,Restaurant Bondestuen,Bars  Restaurants,0
PpDG6SjcvcrclOHArR_9DA,Dragon City,Chinese  Sushi Bars  Buffets,0
tl4YQC0r5DbHAOwoP4xwmg,Thai Gourmet,Thai,2
nW4TO_5nzHsF8Wk8DhiojQ,Høst,Danish  Scandinavian,2
4pPraP634d0oMYKcCUz9GQ,Vækst,Scandinavian,2
NrLB0JElwhP4aoz4s_NP2w,Rita's Smørrebrød,Open Sandwiches  Danish,0
IofXZt3LLeehHFgGHD_5wA,MAOBAO,Chinese  Fast Food,0
kSfznO6eKDpayWrpxQrpvQ,Banana Joe,Burgers  Fast Food,0
DvSPei5BeHR2wUnjOO2C9w,Fætter Fætter,Bars  Restaurants,0
d74Fp-hQbKy9iPjAJzXsKw,Gaarden & Gaden,Wine Bars  Beer Bar  Bistros,0
aYS_h5qw9lMI4xjh56wpVQ,Manfreds,Scandinavian  Wine Bars,0
WhgwgcCEDhI09Nz4UUzviA,Oysters & Grill,Seafood  Steakhouses  Modern European,0
u5ubeBTddL3pnN4WwOmS2w,Konak,Kebab  Turkish,2
JsJ_Lw6_ISor8J3Lxar2aw,The Olive Kitchen & Bar,American  Steakhouses  Modern European,0
u9BXtk0H-xWMvlDiJirWkA,20 A,French,2
mbrafBIxsYyAMYI9QAhYJg,Kuma,Japanese,2
SVzu75PivakjsdqxqZwO-w,Scarpetta,Italian,2
nU2z4Lp5P6JA_8VmVeMpTQ,Bevar's,Wine Bars  Breakfast and Brunch  Danish,0
IVL9W4sMggxxapyacS7cBw,Hooked,Seafood  Burgers  Fast Food,0
mtlr1z62z_eEQpUuGk28SA,Protein-Baren,Salad  Gluten-Free  Sandwiches,0
3HJgXfWhhFBMleJeWKIrAA,Rebel Food,Food Stands  Food Trucks  Street Vendors,0
UZG6f5p48f9pqUN06_c9aQ,Dürüm Symfoni,Middle Eastern  Fast Food,0
t7v2HOzq7Kt_UFk7VsIP0w,Grød,Breakfast and Brunch  Vegetarian  Scandinavian,0
gLktAuUmduq94SYS-Noxdw,Ramen to Bíiru,Ramen  Beer Bar,0
i7vnmRNQwdQy-1y65Pq8jg,Dürüm Bar,Turkish  Fast Food  Middle Eastern,0
CmZ7_TVdknEpq4N64mQ5EQ,Ravnsborg Vinbar,Wine Bars  Tapas/Small Plates  French,0
mM4WV5dR7rxcMrNu1PvfLQ,Mahalle Birkegade,Breakfast and Brunch  Vegetarian  Lebanese,0
NSpoxrBJlz8Y7l8aOfaAVA,Afandi Kebab,Pizza  Kebab,0
I15QPGN36sDpoqsXQ8B5FQ,Nepali Bhancha,Himalayan/Nepalese,2
XNS0RPZHFUY8xYWoDSn7OA,Grisen,Barbeque  Danish,0
gP2nUuSYP1SHUboRB8viYQ,Restaurant Nha Trang,Vietnamese,2
_srPGSLHHI0hyaIx7I0qEg,Aamanns Etablissement,Open Sandwiches  Danish  Bistros,0
mSChUFbEhSghzzef2EFptg,Alanya Kebab,Mediterranean,2
PWQhCukH0EEAIBCeVQdsPw,Kiin Kiin,Thai,2
GtnnZd3U1ZqTI38U8HR96A,Grød,Breakfast and Brunch  Vegetarian  Scandinavian,0
v5dlc7AkipFeq3BlV8Unzw,Asmara Restaurant,African,2
7mntyYb79_GotDqmfZrBYA,Bæst,Italian  Pizza  Cocktail Bars,0
ccuabP-ykZe_h1LZIt6DvA,Ma'ed Ethiopian Restaurant,African,2
SOMDzlanYPGzutBZ0z3ZRA,Thai Pan,Thai,2
142IJtXl0Z-mGWHth6nYPg,Alabama Social,American  Barbeque  Cajun/Creole,0
nYcwu37fpbkENz0pm_Ywzw,Plant Power Food,Vegan  Vegetarian  Open Sandwiches,0
s8Zvogv9STlv59pWehvdOg,La Esquina,Wine Bars  Breakfast and Brunch  Open Sandwiches,0
MKwH8C0QJ2MExF3HqGIjcA,Nørrebro Bryghus,Brasseries  Breweries  Pubs,0
BDpk9XkoO3rjnRuoP7HsRA,La Rocca,Italian,2
VBgHkO1-CfFfWr6XegMkXA,Nittiya Thai Takeaway,Thai,2
GyfXTHTzSfAGsasy9jP_KQ,InDish,Indian,2
su2QlZZ58XUaQTbGA6fXHw,California Kitchen,American  Vegan,2
1SMKO4hdnpzYaOj1l-SokQ,Mad & Kaffe,Breakfast and Brunch  Open Sandwiches,0
aag2m6wl0pinPWblrV85Tg,Restaurant Relæ,Scandinavian,2
oh6V-kwR8nm4lTK85to0sQ,La Lua,Vietnamese,2
L-tK0sjupAuaz_nZB6F4rQ,Gaza Grill,Middle Eastern,2
QZjYZWMkn_VPw82y4QJllw,Banh Mi,Vietnamese  Sandwiches  Imported Food,0
72bRIJEcDy-24eP0slq1Jg,Yolkie Egg Joint,Burgers  American  Breakfast and Brunch,0
pXBQDrXx43RqD8RxKGI25g,Boys Shawarma og Isbar,Fast Food,0
cUaYTY9kcsB6xjyuHZ8oMg,Cock's & Cows,American  Burgers,0
mBlHt982LgdNVDwAmR9wKQ,Foodie,Sandwiches  Salad  Vegetarian,0
khy8aAKLwqlslCmFC-TMkQ,Taverna Kreta,Greek,2
ozf5CDGYHssUu3p7gYYQXA,Cafe Pub 'N' Roll,Restaurants  Pubs,0
1AwnhGvAqyGM7hmNFcc7rg,Smag,Sandwiches  Vegetarian  Juice Bars and Smoothies,0
BqF3BOeWBkqH9rJtTE-iTw,Smeralda Copenhagen,Italian,2
hWnsafCBy_4d6v9Drx8tBw,Slurp Ramen Joint,Ramen,0
v9cPXyYF3b7qlPwAcv1yuA,BlueTaco,Latin American  Mexican,2
xDjbXYqpOTKT1ImPegIk8w,Liban Cuisine,Vegetarian  Falafel,0
WA_Z_tq6bP07LBDeu5QAww,Takii,Japanese  Sushi Bars,0
expN6ceU3fYFOXSNCQenMw,Restaurant Zafran,Persian/Iranian,2
YdUTd2zchc7AysIy3ojOww,Spise/Bar 20,Cocktail Bars  Tapas/Small Plates  Breakfast and Brunch,0
rBxzZJzLOFSPR3FHWerPAg,Konya Kebab,Middle Eastern  Turkish,2
i7hAkSkVKJl0rfJmnZPlmw,BrewPub,Gastropubs  Brewpubs,0
cPu9Z2QuaMjzw8GB0DYjEg,Restaurant Skindbuksen,Scandinavian,2
3ABiD7ErSmh98PEojfdpLQ,Søpromenaden,Open Sandwiches  Danish,0
gsYQKohBtJ_p3WwZAzTJvg,Mahalle Nansensgade,Lebanese,2
nn2Hf7GovGLW0tl-V7unCw,Restaurant PUK,Danish,2
I3xJ8_gWx1dE2VK1DPSNuA,Burgerklubben,Burgers,0
zAqPf83HcFTZjIuJhi-vXg,Selma,Open Sandwiches  Bars  Scandinavian,0
0rtJLyIAagosKx02YkNSRA,Restaurant Krebsegaarden,Scandinavian,2
-ZpPcubgpuIhVNyqEbn2Lw,Selfish sushi,Sushi Bars,0
PdpFOy5Zk9NW3eO6DX4Wzg,Harry's Place,Fast Food  Hot Dogs,0
RO_uYW7TO-PMpFtEfQV2_A,Go Away,Japanese  Sushi Bars,0
1geyPz7LjS2BWySW8IDB5A,Ninos Pizzaria,Italian  Sandwiches  Pizza,0
qXb0-2jPxsiAZNEZYb2sVw,London Pub,Gastropubs  Pubs,0
ou6yaAvDwwW1REKwy4e3PA,Restaurant Pluto,Modern European,2
H-Z4n3m17kgYn8aIF8_jcw,Smagsløget,Sandwiches,0
Xm7GsA4GXRo0U5q6v1TuGg,Pizzeria La Fiorita,Italian  Pizza,0
eDW8uDXupuZ8iUBtAJOI9g,Nicecream Copenhagen,Vegan  Ice Cream and Frozen Yogurt  Desserts,0
ZxJ2arKam9vBTbHR8tu0zQ,Geranium,Scandinavian,2
oSvs88fyHF-OpuUKzRBApg,Rudo,Restaurants,0
0GeniAQzKu-dyZ5xvrfJhA,Restaurant Schønnemann,Open Sandwiches  Danish,0
q95mzsmUwB6DWBbRDEr4Kg,Restaurant Akropolis,Greek,2
W2Hy4xzNo_Dj8FVF8PSzJQ,Café Livingstone,Scandinavian  Breakfast and Brunch  Vegetarian,0
tTtjbQmZGIiSi1Yjyjtvyg,Garden Restaurant & Vin bar,Scandinavian  Modern European  Danish,2
bGmA426GIt2cyjgJ6JIUog,Nonsolo Pizza,Pizza,0
4Rrpo1L5E_wCksnWz1L0ZQ,Sliders,Burgers,0
fyXA-YXfg_WIGopTsQWCnA,Cafe Klimt,Danish  Scandinavian,2
1hcPQU8xDkO-9O53pJU8Ag,Avenue Hotel Copenhagen,Hotels and Travel  Restaurants,0
M-8pejbqRoSeAAjFxQyGwA,Terroiristen,Wine Bars  Beer  Wine and Spirits  Tapas/Small Plates,0
cldgqcBv4x4h4smDBmRPrg,Halifax,Burgers,0
peRb6NprLKjp4zGv7VUpXA,Toves Smørrebrød,Meat Shops  Open Sandwiches  Danish,0
TIk03iMG5lLHknmbrAFOQw,Il Locale,Beer Bar  Italian  Gastropubs,0
1ogzlHV41s9_ZY-h8-m4GQ,Kösk Kebab,Middle Eastern,2
FjhdQEREDCYC0wj6GHMLQA,Kødbyens Fiskebar,Seafood,0
0KR7gw9Idl3XZs8jdYjXpg,Falafel Factory,Vegetarian  Falafel,0
yiEgS0XLLwF5XT-lvg8tbw,Uformel,Scandinavian  Modern European,2
k7dpTBHim47sVQHytsinfg,Kebabistan,Turkish  Fast Food,0
QW1KfriT9fpcWc6hF_eC2A,Stefanos KAFFE & MAD,Imported Food  Delicatessen  Sandwiches,0
xgOqcx5VBMiH4FcehCubXg,Silberbauers Bistro,Bistros,0
Sx8f7NP8WKeUuvama1Lbyw,Spaghetteria La Perla,Italian,2
IcfdqE1bpVZ-cuBBcUuYeg,District Tonkin,Vietnamese,2
qycdIw4HOP9eEwq5GeKR9Q,Beyti,Vegetarian  Barbeque  Middle Eastern,0
Oj5DK6bpdyvdpsQ7nmT0KA,Hallernes Smørrebrød,Danish  Open Sandwiches,0
Zy-NyBqpwcc083n1hgQiVQ,Chun Bo,Chinese  Sushi Bars,0
rBo4fnlemsSK0P7spxlKZA,Kung Fu II,Japanese  Dim Sum  Asian Fusion,2
5VxQuK8JNh8EmNVGALvL-Q,Gro Spiseri,Restaurants,0
INjunnv4Xl3kCqqLtQYf-g,Restaurant Fabio,Wine Bars  Italian,0
ILTOBxVVuCxWHmYpS0RaEg,Anarki,French,2
tlpkl1fgkNQgprJwGNWqkw,Gao,Chinese,2
DkZAyD0A1pP8CznO276Irw,Pastis,French  Seafood  Bistros,0
KYWRdqbI2lJutKhkLYxS5w,Mad & Kaffe,Breakfast and Brunch,0
zesaOdLtw4LurmJoeGeB9Q,NEIGHBOURHOOD - Organic Pizza & Cocktails,Pizza  Cocktail Bars  Italian,0
QOwZULVfl3xu7wEQoYX4bg,Sapore D'italia,Pizza,0
dDwvVxOlhgo55ry5OUtEhg,Thaiaway,Thai  Wok,2
8vEGeZLXm75Je_jRZRaPuA,Kato Sushi,Sushi Bars,0
tKqLYMdhLbbMICiWM-UGQw,Smag Østerbro,Salad  Burgers  Vegetarian,0
bUYFRtBLTXr0hRk60BjkSQ,Barr,Modern European,2
saaH08kE4asZvKgMWyD2WA,Mae Pen,Thai,2
qYXIh7kVncz6QIBsiQ8PFg,Fleisch,Gastropubs  Beer Bar,0
E-n0P_GRGMmUkFSlMfU5Lg,Viet-namnam,Vietnamese,2
yks-XU6F8B-6sfej2ZKDFw,Feed Bistro,Scandinavian  Modern European,2
p-ymrfwMGV5kbrVokVfxhg,Aamanns 1921,Open Sandwiches  Danish,0
JJkyoXv0Gq5ftPHDUB6mWg,Chao Viet Kitchen,Vietnamese,2
8H1VufVtzW293RKygD--bQ,WooWok,Thai  Wok  Vegetarian,2
8ao5k9lzHzHLQ8Qyw-2Byw,Fælledvej Pizza & Grillbar,Pizza,0
d6GAbmhFt8kknb8WfE67Xg,Trattoria Sud,Italian,2
Ht0JxMM88Ql7NtWi37wpkg,Hos Fischer,Italian,2
Q0otb42d_wceft5DUqBbZw,Kopan Rice,Korean,2
3DxrdSo2Ibn4hzcbg-Fv5g,Ravnsborg Kitchen and Bar,Bars  Breakfast and Brunch,0
87mljity9_JjU3bptxwM4w,Pronto Pizzaria,Pizza,0
NNAT5a7dcYM6eHfeoJWCDg,Papa Ramen,Ramen,0
Wl8Uv2vCxYiAss2KQFoXoA,Qandil,Middle Eastern,2
82-oBuY36Deq4Q3JJZBheg,Restaurant Karla,Scandinavian,2
3xF6FtNlc7NKjvZHEZhurw,Café Lindevang,Scandinavian  Danish,2
g5itL8EW7swX1MKRLeogaA,Shawarma Grill House,Mediterranean,2
rccrXX1qb-73CQP4VDsmig,Candido,Italian  Pizza  Meat Shops,0
WuHL1zfOtqaX8l8PEO5Fhg,Cock's & Cows,Cocktail Bars  Burgers,0
Wx-C5olt9t9tBTB2Aa2Kvg,Aamanns Deli,Open Sandwiches,0
8gZvSq0PmYPWVzbVh1_Ezw,Restaurant Naert,Scandinavian,2
tbJ68UMObeqcN5ngrx2z3A,Sasaa,African,2
ypWTF135OlW2xOBJ7Z30dA,Le Petit Vinbar,Wine Bars  Champagne Bars  French,0
1u9qTH_rMhU-K81Vvc-Hxw,Yang Cheng Grill,Barbeque  Chinese,0
ZjnwAz6fAZHL6TMJQFabYA,Abusamra,Middle Eastern,2
zNyB3DPVIhO-bb7vwCoLag,Dilans,Pizza,0
yH8_uEiLKo-gzqqarvK96g,Kolonial 2100,Pizza,0
VicX_1v3GFP_Ed-j_uUGTw,Restaurant M,Danish,2
wCO3sdfYrUSFjAxtb88sdg,Healthy Hunter,Salad  Juice Bars and Smoothies  Sandwiches,0
2w78G-u0zup1ocFuxCEsCw,Behov,Pizza  Wine Bars,0
PBgY4Q5Wp01YQBMrx8RLMA,La Neta,Mexican,2
mczuwWb4wRAiu7m9sL6d8A,Café Auto,Breakfast and Brunch  Scandinavian,0
W2CW7gDMZ-okaiDX_6QS-A,Det Eksotiske Hjørne,Turkish  Mediterranean,2
o8u1Eo3Kw_bXj6ZryrOfzg,Ahaaa Det Arabiske Madhus,Middle Eastern,2
wdpWGN0Ch2yEr6rWQekcfg,WokAmok,Thai  Wok  Asian Fusion,2
dtldKRv4rGCtJOdNSoZW2g,Forno a Legna,Pizza  Italian,0
o3q7pnrpv_qK2X-5GnZMSw,District Tonkin,Vietnamese  Vegetarian  International Grocery,0
H91gUwnuM2Yy-32ynaXXhQ,Efess Pizza Bar,Pizza  Wraps  Burgers,0
XTAd5Y5FbzMxxgnbjOQUZA,Kopan Street,Korean  Food Stands,0
WQ2iVYenylZ1Gg5umSZPpQ,Phago,Mediterranean,2
sSjZnhh0jZBZlxhBpbMoHg,Hooked,Seafood,0
RqoWzPyLfqw6AN1XLhAMwg,Men-O Ramen,Ramen,0
ePmoWerzRZ3oihJOwvGxSw,Clarke's,Bars  Beer  Wine and Spirits  Breakfast and Brunch,0
HbZRkkwGn051AkCtuL_XzQ,Restaurant Tio Marios,Italian  Burgers  Pizza,0
XQGl2H_Bao2I7YTYrJCbZQ,Restaurant Under Uret,Open Sandwiches,0
Rf-MaKRLQGKyOxiXq-fNdA,GRØD,Scandinavian  Breakfast and Brunch  Vegetarian,0
KVg8nMZpOPz7PvwyKk1iTA,Sushi Lovers,Sushi Bars  Japanese,0
cKRqSx7jwiygTzFerNx1cA,Restaurant 1733,Open Sandwiches  Danish,0
